song_id,歌名,别名,作者,本家,最新更新时间
1180,最っ高のエンタメだ!!,,曲：本田正樹(Dream Monster)／歌：7EVENDAYS⇔HOLIDAYS[井之原 小星、柏木 咲姫],,2026-03-27 15:43:48
1181,GODLINESS,,曲：椿山日南子／歌：皇城 セツナ,,2026-03-27 15:43:48
1182,帰り道,,イロドリミドリ,,2026-03-27 15:43:48
1183,QZKago Requiem,,t+pazolite,maimai,2026-03-27 15:43:48
1184,#SUP3RORBITAL,,ああ…翡翠茶漬け…,CHUNITHM,2026-03-27 15:43:48
1185,WE'RE BACK!!,,Zekk,CHUNITHM,2026-03-27 15:43:48
1186,Brightness,,Masayoshi Iimori,CHUNITHM,2026-03-27 15:43:48
1187,Λzure Vixen,,かめりあ,CHUNITHM,2026-03-27 15:43:48
1188,3倍！Sun Shine！カーニバル！,,アンジュ・カトリーナ、戌亥とこ、リゼ・ヘルエスタ,CHUNITHM,2026-03-27 15:43:48
1189,地獄屋八丁荒らし,,戌亥とこ,CHUNITHM,2026-03-27 15:43:48
1190,ハッピーエンドをはじめから,,リゼ・ヘルエスタ,CHUNITHM,2026-03-27 15:43:48
1191,過去を喰らう,,花譜,CHUNITHM,2026-03-27 15:43:48
1192,失礼しますが、RIP&#9825;,,Mori Calliope（ホロライブEnglish）,CHUNITHM,2026-03-27 15:43:48
1193,Splash Dance!!,,曲：Q-MHz／歌：オンゲキシューターズ,CHUNITHM,2026-03-27 15:43:48
1194,愛のシュプリーム！,,fh&#225;na,CHUNITHM,2026-03-27 15:43:48
1195,めいど・うぃず・どらごんず&#9829;,,スーパーちょろゴンず,CHUNITHM,2026-03-27 15:43:48
1196,Re：End of a Dream,,uma vs. モリモリあつし,,2026-03-27 15:43:48
1197,色彩過剰のダイアリーミュージック,,イロドリミドリ,,2026-03-27 15:43:48
1198,僕らのFreedom DiVE↓,,三年生チーム(イロドリミドリ),,2026-03-27 15:43:48
1199,Last Kingdom,,USAO,ongeki,2026-03-27 15:43:48
1200,BlackFlagBreaker!!,,社築 × sasakure.UK,,2026-03-27 15:43:48
1201,くらべられっ子,,ツユ,,2026-03-27 15:43:48
1202,あの世行きのバスに乗ってさらば。,,ツユ,,2026-03-27 15:43:48
1203,泥の分際で私だけの大切を奪おうだなんて,,ツユ,,2026-03-27 15:43:48
1204,吉原ラメント,,亜沙,,2026-03-27 15:43:48
1205,フォニイ,,ツミキ,,2026-03-27 15:43:48
1206,舞高最強ドリームセッション!!!!!～180秒一曲勝負～,,"((td style=""font-size:11px; text-align:center;""))明坂 芹菜＆御形 アリシアナ＆天王洲 なずな＆萩原 七々瀬＆芒崎 奏",,2026-03-27 15:43:48
1207,HERA,,ルゼ,,2026-03-27 15:43:48
1208,I'll make you Super Rock Star,,かぼちゃ,CHUNITHM,2026-03-27 15:43:48
1209,Reverberate,,とろまる,CHUNITHM,2026-03-27 15:43:48
1210,Breakthrough,,Aiko Oi,CHUNITHM,2026-03-27 15:43:48
1211,Scythe of Death,,"Masahiro ""Godspeed"" Aoki",CHUNITHM,2026-03-27 15:43:48
1212,Dig Delight!,,Happy Around!,CHUNITHM,2026-03-27 15:43:48
1213,Floor Killer,,Merm4id,CHUNITHM,2026-03-27 15:43:48
1214,ジャンキーナイトタウンオーケストラ,,すりぃ,,2026-03-27 15:43:48
1215,エバ,,柊キライ,,2026-03-27 15:43:48
1216,トラフィック・ジャム,,煮ル果実,,2026-03-27 15:43:48
1217,Get the star for you&#91;DJ Command Remix&#93;,,"((td style=""text-align:center;""))SOUND HOLIC Vs. Eurobeat Unionfeat. 709sec.",,2026-03-27 15:43:48
1218,Music Evolution,,DiGiTAL WiNGfeat. 花たん,,2026-03-27 15:43:48
1219,ハウリング,,Liz Triangle,,2026-03-27 15:43:48
1220,寡黙なるフォール,,石鹸屋,,2026-03-27 15:43:48
1221,みずいろレインドロップ,,暁Records,,2026-03-27 15:43:48
1222,コトバウタ,,HaNaMiNa,,2026-03-27 15:43:48
1223,A Man In The Mirror,,orangentle,ongeki,2026-03-27 15:43:48
1224,とびだせ！TO THE COSMIC!!,,t+pazolite feat.しゃま& みるく,,2026-03-27 15:43:48
1225,星めぐり、果ての君へ。,,TAKU1175 ft.駄々子,maimai,2026-03-27 15:43:48
1226,モ°ルモ°ル,,sasakure. UK,,2026-03-27 15:43:48
1227,蒼穹舞楽,,Capchii,maimai,2026-03-27 15:43:48
1228,Komplexe,,雄之助 feat. Sennzai,maimai,2026-03-27 15:43:48
1229,愛のシンギュラリティ,,yuichi NAGAO,CHUNITHM,2026-03-27 15:43:48
1230,アナタニナルノ,,FANTAGIRAFF,CHUNITHM,2026-03-27 15:43:48
1231,Cry Baby,,Official髭男dism,CHUNITHM,2026-03-27 15:43:48
1232,怪物,,YOASOBI,CHUNITHM,2026-03-27 15:43:48
1233,明け星,,LiSA,CHUNITHM,2026-03-27 15:43:48
1234,シル・ヴ・プレジデント,,P丸様。,CHUNITHM,2026-03-27 15:43:48
1235,さんさーら！,,ARuFa,CHUNITHM,2026-03-27 15:43:48
1236,ギラギラ,,Ado,CHUNITHM,2026-03-27 15:43:48
1237,モア！ジャンプ！モア！,,ナユタン星人/初音ミク/MORE MORE JUMP!,,2026-03-27 15:43:48
1238,携帯恋話,,まふまふ/初音ミク/25時、ナイトコードで。,,2026-03-27 15:43:48
1239,エンヴィーベイビー,,Kanaria,,2026-03-27 15:43:48
1240,ダーリンダンス,,かいりきベア,,2026-03-27 15:43:48
1241,初音天地開闢神話,,cosMo@暴走P,,2026-03-27 15:43:48
1242,無間嫉妬劇場『666』,,森羅万象,,2026-03-27 15:43:48
1243,ENDYMION,,fallen shepherdft. RabbiTon Strings,,2026-03-27 15:43:48
1244,8OROCHI,,REDALiCE,太鼓の達人,2026-03-27 15:43:48
1245,竹,,立秋 feat.ちょこ,,2026-03-27 15:43:48
1246,Forever and…,,舞ヶ原シンセ研究会,,2026-03-27 15:43:48
1247,恋はりんりん☆あーりんベル,,御形 アリシアナ,,2026-03-27 15:43:48
1248,Valsqotch,,owl＊treefeat.chi＊tree,,2026-03-27 15:43:48
1249,Titania,,xi,ongeki,2026-03-27 15:43:48
1250,タイムカプセル,,天月-あまつき-,CHUNITHM,2026-03-27 15:43:48
1251,Give me Love&#9825;,,C.G mix feat. RINA,CHUNITHM,2026-03-27 15:43:48
1252,パズルリボン,,すりぃ feat. りょーくん,CHUNITHM,2026-03-27 15:43:48
1253,Be4Step,,tilt-six feat. バル,CHUNITHM,2026-03-27 15:43:48
1254,Everlasting Liberty,,Kobaryo,CHUNITHM,2026-03-27 15:43:48
1255,愛されなくても君がいる,,ピノキオピー,,2026-03-27 15:43:48
1256,ぽかぽかの星,,はるまきごはん,,2026-03-27 15:43:48
1257,スターナイトスノウ,,n-buna × Orangestar,,2026-03-27 15:43:48
1258,白ゆき,,n-buna,,2026-03-27 15:43:48
1259,クロートーと星の観測者,,しーけー,,2026-03-27 15:43:48
1260,Jack the GAME,,藤堂 陽南袴,,2026-03-27 15:43:48
1261,宙の隣,,くるぶっこちゃん,CHUNITHM,2026-03-27 15:43:48
1262,Just You,,サルケバ,CHUNITHM,2026-03-27 15:43:48
1263,Insane Gamemode,,pan vs 7mai,CHUNITHM,2026-03-27 15:43:48
1264,Parad'ox,,Potwi,CHUNITHM,2026-03-27 15:43:48
1265,君のせい,,the peggies,CHUNITHM,2026-03-27 15:43:48
1266,Pretender,,Official髭男dism,CHUNITHM,2026-03-27 15:43:48
1267,Phantom Joke,,UNISON SQUARE GARDEN,CHUNITHM,2026-03-27 15:43:48
1268,ごまかし,,TrySail,CHUNITHM,2026-03-27 15:43:48
1269,だから僕は音楽を辞めた,,ヨルシカ,CHUNITHM,2026-03-27 15:43:48
1270,真赤な誓い,,福山芳樹,CHUNITHM,2026-03-27 15:43:48
1271,セカイはまだ始まってすらいない,,ピノキオピー / 初音ミク / ワンダーランズ×ショウタイム,,2026-03-27 15:43:48
1272,ドラマツルギー,,Eve,,2026-03-27 15:43:48
1273,アンクローズ・ヒューマン,,作曲：カジャ　作詞：傘村トータ　編曲：ねじ式　調声：シリア,,2026-03-27 15:43:48
1274,ベノム,,かいりきベア,,2026-03-27 15:43:48
1275,"((/td))((td style=""text-align:center;""))ビートまりお × USAO((/td))((td style=""text-align:center; background-color:#c0ff20; width:25px;""))3((/td))((td style=""text-align:center; background-color:#ffe080; width:25px;""))7((/td))((td style=""text-align:center; background-color:#ffa0c0; width:25px;""))11((/td))((td style=""text-align:center; background-color:#c0a0ff; width:25px;""))13((/td))((/tr))((tr))((td rowspan=""3"" style=""background-color:palegreen; text-align:center; width:29px;""))VAR((/td))((td style=""background-color:#ccffff; text-align:center;""))((a href=""/chunithmwiki/Cyaegha"" title=""Cyaegha"" class=""rel-wiki-page""))Cyaegha",,"((td style=""text-align:center; background-color:#c0ff20; width:25px;""))3",,2026-03-27 15:43:48
1276,We Are Us,,舞ヶ原シンセ研究会,,2026-03-27 15:43:48
1277,Alea jacta est!,,BlackY fused with WAiKURO,maimai,2026-03-27 15:43:48
1278,"((/td))((td style=""text-align:center;""))owl＊tree／t+pazolite((/td))((td style=""text-align:center; background-color:#c0ff20; width:25px;""))4((/td))((td style=""text-align:center; background-color:#ffe080; width:25px;""))8((/td))((td style=""text-align:center; background-color:#ffa0c0; width:25px;""))12((/td))((td style=""text-align:center; background-color:#c0a0ff; width:25px;""))13+((/td))((/tr))((tr))((td style=""background-color:#ccffff; text-align:center;""))((a href=""/chunithmwiki/%E3%83%86%E3%83%AA%E3%83%88%E3%83%AA%E3%83%BC%E3%83%90%E3%83%88%E3%83%AB"" title=""テリトリーバトル"" class=""rel-wiki-page""))テリトリーバトル",,"((td style=""text-align:center; background-color:#c0ff20; width:25px;""))4",CHUNITHM,2026-03-27 15:43:48
1279,テリトリーバトル,,ツユ,CHUNITHM,2026-03-27 15:43:48
1280,ROAD TO DREAM,,達見 恵 featured by 佐野宏晃,CHUNITHM,2026-03-27 15:43:48
1281,Hey Yeah!!,,KOTONOHOUSE,CHUNITHM,2026-03-27 15:43:48
1282,絶対トキメキデリバリー,,TOKOTOKO (西沢さんP) feat. あやぽんず＊,CHUNITHM,2026-03-27 15:43:48
1283,Yume no hajimari,,Virtual Cat,CHUNITHM,2026-03-27 15:43:48
1284,B100d Hunter,,DIVELA feat. い&#12436;どっと,CHUNITHM,2026-03-27 15:43:48
1285,ラグトレイン,,稲葉曇,,2026-03-27 15:43:48
1286,幽霊東京,,Ayase,,2026-03-27 15:43:48
1287,ポジティブ・パレード,,DECO*27,,2026-03-27 15:43:48
1288,ロストワードクロニカル,,東方LostWordfeat.いとうかなこ,,2026-03-27 15:43:48
1289,(2019 Update),,くっちー(DARKSIDE APPROACH),,2026-03-27 15:43:48
1290,全力ハッピーライフ,,森羅万象,,2026-03-27 15:43:48
1291,明星ロケット,,岸田教団&THE明星ロケッツ,,2026-03-27 15:43:48
1292,神々が恋した幻想郷,,Unlucky Morpheus,,2026-03-27 15:43:48
1293,乙女のルートはひとつじゃない！,,angela,,2026-03-27 15:43:48
1294,Love & Justice,,BACO,,2026-03-27 15:43:48
1295,祈-我ら神祖と共に歩む者なり-,,"((td style=""text-align:center;""))光吉猛修 VS 穴山大輔 VS KaiVS 水野健治 VS 大国奏音",CHUNITHM,2026-03-27 15:43:48
1296,月詠に鳴る,,Feryquitousfeat.藍月なくる,CHUNITHM,2026-03-27 15:43:48
1297,Blessed Rain,,ぺのれり,CHUNITHM,2026-03-27 15:43:48
1298,Elemental Ethnic,,Yooh,CHUNITHM,2026-03-27 15:43:48
1299,TECHNOPOLIS 2085,,PRASTIK DANCEFLOOR,CHUNITHM,2026-03-27 15:43:48
1300,X7124,,Silentroom,CHUNITHM,2026-03-27 15:43:48
1301,I believe what you said,,亜咲花,CHUNITHM,2026-03-27 15:43:48
1302,惑星ループ,,ナユタン星人,,2026-03-27 15:43:48
1303,スーサイドパレヱド,,ユリイ・カノン feat.GUMI,,2026-03-27 15:43:48
1304,永遠にゲームで対戦したいキリタン,,GYARI,,2026-03-27 15:43:48
1305,アンヘル,,かいりきベア,,2026-03-27 15:43:48
1306,Get a Life！,,箱部 なる＆小仏 凪＆月鈴 白奈,,2026-03-27 15:43:48
1307,自分勝手Dazzling,,星街すいせい(ホロライブ),CHUNITHM,2026-03-27 15:43:48
1308,Utopithm,,memex,CHUNITHM,2026-03-27 15:43:48
1309,妖怪ですから,,ぼっちぼろまる,CHUNITHM,2026-03-27 15:43:48
1310,Glory Days,,KMNZ,CHUNITHM,2026-03-27 15:43:48
1311,Spiral Fortune,,Marpril,CHUNITHM,2026-03-27 15:43:48
1312,"。((/td))((/tr))((tr))((td rowspan=""3"" style=""background-color:lightpink; text-align:center; width:29px;""))P&A((/td))((td style=""background-color:#ccffff; text-align:center;""))((a href=""/chunithmwiki/No.1"" title=""No.1"" class=""rel-wiki-page""))No.1",,"((td rowspan=""3"" style=""background-color:lightpink; text-align:center; width:29px;""))P&A",CHUNITHM,2026-03-27 15:43:48
1313,No.1,,DISH&#047;&#047;,CHUNITHM,2026-03-27 15:43:48
1314,ザ・ライブ革命でSHOW！,,星井美希、高槻やよい、菊地 真、双海亜美、双海真美、四条貴音,CHUNITHM,2026-03-27 15:43:48
1315,Yes! Party Time!!,,島村卯月、渋谷 凛、本田未央、赤城みりあ、安部菜々,CHUNITHM,2026-03-27 15:43:48
1316,召しませ！Rock'n Roll Party,,イロドリミドリ,,2026-03-27 15:43:48
1317,Kattobi舞高Riders,,舞ヶ原Riders,,2026-03-27 15:43:48
1318,アポカリプスに反逆の焔を焚べろ,,cosMo＠暴走AlterEgo,,2026-03-27 15:43:48
1319,最強 the サマータイム!!!!!,,曲：村カワ基成／歌：オンゲキシューターズ,,2026-03-27 15:43:48
1320,ハルシナイト,,かしこ。 feat.Cereus,CHUNITHM,2026-03-27 15:43:48
1321,Dark Diver,,emon(Tes.) feat.ねんね,CHUNITHM,2026-03-27 15:43:48
1322,Tattoo,,みきとP feat.Victream,CHUNITHM,2026-03-27 15:43:48
1323,呪歌-JyuKa-,,ガルナ(オワタP)feat.水槽,CHUNITHM,2026-03-27 15:43:48
1324,再生不能,,ろくろ feat.鹿乃,CHUNITHM,2026-03-27 15:43:48
1325,Deep in Abyss,,リコ、レグ,CHUNITHM,2026-03-27 15:43:48
1326,正体判明ネームレスガール,,HaNaMiNa feat.Minae,,2026-03-27 15:43:48
1327,BLACK ROSE,,S!N・+α/あるふぁきゅん。×ALI PROJECT,,2026-03-27 15:43:48
1328,ここからはじまるプロローグ。,,ああああ,maimai,2026-03-27 15:43:48
1329,福宿音屋魂音泉,,魂音泉,,2026-03-27 15:43:48
1330,ふぃーばー,,Silver Forest,,2026-03-27 15:43:48
1331,Earthquake Super Shock,,SOUND HOLICfeat. Nana Takahashi,,2026-03-27 15:43:48
1332,はたてのバッコイ殺人事件,,ARM＋夕野ヨシミ (IOSYS)feat.miko,,2026-03-27 15:43:48
1333,ポーカーフェイス,,少女フラクタル,,2026-03-27 15:43:48
1334,ケ・セラ・セラ奇想曲,,HaNaMiNa,,2026-03-27 15:43:48
1335,アンドロイドガール,,DECO*27,,2026-03-27 15:43:48
1336,こちら、幸福安心委員会です。,,うたたP,,2026-03-27 15:43:48
1337,彗星ハネムーン,,ナユタン星人,,2026-03-27 15:43:48
1338,ぷよぷよのうた ピコピコミックス,,あんどうりんご（CV:今井麻美）,,2026-03-27 15:43:48
1339,町かどタンジェント,,shami momo,,2026-03-27 15:43:48
1340,異世界かるてっと,,アインズ、カズマ、スバル、ターニャ,,2026-03-27 15:43:48
1341,Paradise Lost,,茅原実里,,2026-03-27 15:43:48
1342,脳裏上のクラッカー,,ずっと真夜中でいいのに。,,2026-03-27 15:43:48
1343,もってけ!セーラーふく,,泉こなた、 柊かがみ、柊つかさ、 高良みゆき,,2026-03-27 15:43:48
1344,サクリファイス,,まふまふ,,2026-03-27 15:43:48
1345,Wizdomiot,,LeaF,,2026-03-27 15:43:48
1346,なんかノイズにきこえる,,HaNaMiNa feat. Hana,,2026-03-27 15:43:48
1347,Over Heart,,芒崎 奏,,2026-03-27 15:43:48
1348,レイニーカラー・ウォーターカラー,,烏屋茶房 feat.利香,CHUNITHM,2026-03-27 15:43:48
1349,おいでよ！ 高須らいむランド,,柏木るざりん feat.青葉りんご,CHUNITHM,2026-03-27 15:43:48
1350,Charlatan,,煮ル果実×びす,CHUNITHM,2026-03-27 15:43:48
1351,萌豚&#9829;功夫&#9829;大乱舞,,李 亀&#21774;椏feat.娜娜&#33508;來,CHUNITHM,2026-03-27 15:43:48
1352,つっぱれ！にゃんきー魂,,Neko Hackerfeat.うごくちゃん,CHUNITHM,2026-03-27 15:43:48
1353,C ＆ B,,PSYQUI feat.Such,CHUNITHM,2026-03-27 15:43:48
1354,Blazing:Storm,,かゆき,CHUNITHM,2026-03-27 15:43:48
1355,SAMBISTA,,DOT96,,2026-03-27 15:43:48
1356,洗脳,,ゆりん・柿チョコ×Neru,CHUNITHM,2026-03-27 15:43:48
1357,Contrapasso -inferno-,,t+pazolite,CHUNITHM,2026-03-27 15:43:48
1358,放課後革命,,放課後楽園部,,2026-03-27 15:43:48
1359,楽園ファンファーレ,,放課後楽園部,,2026-03-27 15:43:48
1360,ウミユリ海底譚,,n-buna,,2026-03-27 15:43:48
1361,アスノヨゾラ哨戒班,,Orangestar feat.IA,,2026-03-27 15:43:48
1362,天樂,,ゆうゆ,,2026-03-27 15:43:48
1363,Crazy ∞ nighT,,ひとしずく×やま△,,2026-03-27 15:43:48
1364,カミサマネジマキ,,kemu feat.GUMI,,2026-03-27 15:43:48
1365,橙の幻想郷音頭,,発熱巫女～ず,,2026-03-27 15:43:48
1366,東方妖々夢 ～the maximum moving about～,,石鹸屋,,2026-03-27 15:43:48
1367,蒼空に舞え、墨染の桜,,Silver Forest,,2026-03-27 15:43:48
1368,少女幻葬戦慄曲　～　Necro Fantasia,,どぶウサギ,,2026-03-27 15:43:48
1369,Jimang Shot,,じまんぐ,,2026-03-27 15:43:48
1370,FREEDOM DiVE,,xi,,2026-03-27 15:43:48
1371,"Help me, あーりん！",,イロドリミドリ,,2026-03-27 15:43:48
1372,なるとなぎのパーフェクトロックンロール教室,,イロドリミドリ,,2026-03-27 15:43:48
1373,GOLDEN RULE,,Morrigan,CHUNITHM,2026-03-27 15:43:48
1374,宛城、炎上！！,,Cranky feat.おもしろ三国志,CHUNITHM,2026-03-27 15:43:48
1375,チルドレンレコード,,じん,,2026-03-27 15:43:48
1376,如月アテンション,,じん,,2026-03-27 15:43:48
1377,夜咄ディセイブ,,じん,,2026-03-27 15:43:48
1378,DRAGONLADY,,Nankumo/CUBE3,,2026-03-27 15:43:48
1379,恋愛裁判,,40mP,,2026-03-27 15:43:48
1380,このふざけた素晴らしき世界は、僕の為にある,,n.k,,2026-03-27 15:43:48
1381,Mr. Wonderland,,sasakure.UK,,2026-03-27 15:43:48
1382,星屑ユートピア,,otetsu,,2026-03-27 15:43:48
1383,いろは唄,,銀サク,,2026-03-27 15:43:48
1384,愛迷エレジー,,DECO*27,,2026-03-27 15:43:48
1385,青春はNon-Stop！,,プラズマジカ,,2026-03-27 15:43:48
1386,Falling Roses,,シンガンクリムゾンズ,,2026-03-27 15:43:48
1387,無敵We are one!!,,イロドリミドリ,CHUNITHM,2026-03-27 15:43:48
1388,GEMINI -C-,,Tatsh,CHUNITHM,2026-03-27 15:43:48
1389,アルストロメリア,,TAG,,2026-03-27 15:43:48
1390,Jack-the-Ripper◆,,sasakure.UK,,2026-03-27 15:43:48
1391,Genesis,,Morrigan feat.Lily,CHUNITHM,2026-03-27 15:43:48
1392,名も無い鳥,,六弦アリス,CHUNITHM,2026-03-27 15:43:48
1393,L'&#233;pisode,,Osamu Kubota,CHUNITHM,2026-03-27 15:43:48
1394,君色シグナル,,春奈 るな,CHUNITHM,2026-03-27 15:43:48
1395,カラフル。,,沢井 美空,CHUNITHM,2026-03-27 15:43:48
1396,ハート・ビート,,明坂 芹菜,CHUNITHM,2026-03-27 15:43:48
1397,Elemental Creation,,dj TAKA meets DJ YOSHITAKA,,2026-03-27 15:43:48
1398,XL TECHNO,,from PACA PACA PASSION,,2026-03-27 15:43:48
1399,絶世スターゲイト,,蒼井翔太,,2026-03-27 15:43:48
1400,SNIPE WHOLE,,Masayoshi Minoshima feat.Mei Ayakura,CHUNITHM,2026-03-27 15:43:48
1401,MUSIC PЯAYER,,A-One,CHUNITHM,2026-03-27 15:43:48
1402,Cyberozar,,削除,CHUNITHM,2026-03-27 15:43:48
1403,イロトリドリのメロディ,,小仏 凪,,2026-03-27 15:43:48
1404,La Baguette Magique,,OSTER project feat.ジェム,CHUNITHM,2026-03-27 15:43:48
1405,EXECUTOR,,doriko feat.VALSHE,CHUNITHM,2026-03-27 15:43:48
1406,bubble attack,,HALFBY,CHUNITHM,2026-03-27 15:43:48
1407,Rendezvous,,Crusher-P,CHUNITHM,2026-03-27 15:43:48
1408,時の冒険者,,40mP feat.シャノ,CHUNITHM,2026-03-27 15:43:48
1409,VERTeX,,Hiro,CHUNITHM,2026-03-27 15:43:48
1410,Just Be Friends,,Dixie Flatline,,2026-03-27 15:43:48
1411,炉心融解,,iroha(sasaki)／kuma(alfred),,2026-03-27 15:43:48
1412,Fire◎Flower,,halyosy,,2026-03-27 15:43:48
1413,卑怯戦隊うろたんだー,,シンP,,2026-03-27 15:43:48
1414,Change me,,shu-t,,2026-03-27 15:43:48
1415,奏者はただ背中と提琴で語るのみ,,月鈴 那知,,2026-03-27 15:43:48
1416,セイクリッド　ルイン,,葉月ゆら,,2026-03-27 15:43:48
1417,極圏,,cosMo VS dj TAKA,,2026-03-27 15:43:48
1418,Scarlet Lance,,MASAKI（ZUNTATA),,2026-03-27 15:43:48
1419,Xevel,,Tatsh,CHUNITHM,2026-03-27 15:43:48
1420,天狗の落とし文 feat. ｙｔｒ,,魂音泉,,2026-03-27 15:43:48
1421,風に乗せた願い,,豚乙女,,2026-03-27 15:43:48
1422,Last Moments,,3L・maria♂polo(NJK Record),,2026-03-27 15:43:48
1423,ケロ⑨destiny,,Silver Forest,,2026-03-27 15:43:48
1424,チルノのパーフェクトさんすう教室⑨周年バージョン,,"((td style=""text-align:center;""))IOSYSと愉快な⑨周年フレンズ",,2026-03-27 15:43:48
1425,Session High&#10548;,,イロドリミドリ,,2026-03-27 15:43:48
1426,(tpz over-Over-OVERCUTE REMIX),,t+pazolite,CHUNITHM,2026-03-27 15:43:48
1427,Wake up Dreamer,,Junk,CHUNITHM,2026-03-27 15:43:48
1428,Twice up Scenery,,q/stol,CHUNITHM,2026-03-27 15:43:48
1429,Iudicium,,Powerless feat.kakichoco,CHUNITHM,2026-03-27 15:43:48
1430,SAKURAスキップ,,fourfolium,CHUNITHM,2026-03-27 15:43:48
1431,Now Loading!!!!,,fourfolium,CHUNITHM,2026-03-27 15:43:48
1432,Clover Heart's,,真理絵,CHUNITHM,2026-03-27 15:43:48
1433,ガチャガチャきゅ～と・ふぃぎゅ@メイト,,MOSAIC.WAV,CHUNITHM,2026-03-27 15:43:48
1434,Vampire,,電気式華憐音楽集団,CHUNITHM,2026-03-27 15:43:48
1435,エレクトロサチュレイタ,,tilt-six,,2026-03-27 15:43:48
1436,Palette,,ゆよゆっペ/meola,,2026-03-27 15:43:48
1437,パーフェクト生命,,ナユタン星人,,2026-03-27 15:43:48
1438,のぼれ！すすめ！高い塔,,きくお,,2026-03-27 15:43:48
1439,害虫,,鬱P,,2026-03-27 15:43:48
1440,相思創愛,,伊東歌詞太郎・ろん×まらしぃ,,2026-03-27 15:43:48
1441,前前前世,,RADWIMPS,,2026-03-27 15:43:48
1442,Paradisus-Paradoxum,,MYTH & ROID,,2026-03-27 15:43:48
1443,ようこそジャパリパークへ,,どうぶつビスケッツ×PPP,,2026-03-27 15:43:48
1444,MEMORIA,,藍井エイル,,2026-03-27 15:43:48
1445,MIRU key way,,JaccaPOP,,2026-03-27 15:43:48
1446,ハレ晴レユカイ,,平野 綾、茅原実里、後藤邑子,,2026-03-27 15:43:48
1447,砂の惑星 feat. HATSUNE MIKU,,ハチ,,2026-03-27 15:43:48
1448,華鳥風月,,幽閉サテライト,,2026-03-27 15:43:48
1449,儚きもの人間,,豚乙女,,2026-03-27 15:43:48
1450,Calamity Fortune,,LeaF,,2026-03-27 15:43:48
1451,ＧＯ！ＧＯ！ラブリズム&#9829;～あーりん書類審査通過記念Ver.～,,"((td style=""text-align:center;""))御形アリシアナ",,2026-03-27 15:43:48
1452,夢と夢～あの日のメロディ～,,月鈴姉妹,,2026-03-27 15:43:48
1453,光線チューニング,,ナユタン星人,CHUNITHM,2026-03-27 15:43:48
1454,哀しみ集め,,幽閉サテライト,CHUNITHM,2026-03-27 15:43:48
1455,キラメケ→Shoot it Now!,,t+pazolite feat.ななひら,CHUNITHM,2026-03-27 15:43:48
1456,"((/td))((td style=""text-align:center;""))bermei.inazawa((/td))((td style=""text-align:center; background-color:#c0ff20; width:25px;""))4((/td))((td style=""text-align:center; background-color:#ffe080; width:25px;""))6((/td))((td style=""text-align:center; background-color:#ffa0c0; width:25px;""))10((/td))((td style=""text-align:center; background-color:#c0a0ff; width:25px;""))13((/td))((/tr))((tr))((td style=""background-color:#ccffff; text-align:center;""))((a href=""/chunithmwiki/PinqPiq"" title=""PinqPiq"" class=""rel-wiki-page""))PinqPiq",,"((td style=""text-align:center; background-color:#c0ff20; width:25px;""))4",CHUNITHM,2026-03-27 15:43:48
1457,PinqPiq,,owl*tree feat.awao*tree,CHUNITHM,2026-03-27 15:43:48
1458,立川浄穢捕物帳,,青島探偵事務所器楽操作部B担,CHUNITHM,2026-03-27 15:43:48
1459,WE GOTTA SOUL,,魂音泉,CHUNITHM,2026-03-27 15:43:48
1460,眠れぬ夜君を想フ,,baker,CHUNITHM,2026-03-27 15:43:48
1461,JIGOKU STATION CENTRAL GATE,,鬱P feat.000,CHUNITHM,2026-03-27 15:43:48
1462,Kattobi KEIKYU Rider,,Sampling Masters MEGA,CHUNITHM,2026-03-27 15:43:48
1463,むしとりのうた,,清水一人(歌：近藤佳奈子),,2026-03-27 15:43:48
1464,Candyland Symphony,,Kai,,2026-03-27 15:43:48
1465,ここで一席！　Oshama Scramble!,,なずな師匠＆小仏亭ちゃんなぎ,,2026-03-27 15:43:48
1466,The wheel to the Night～インド人が夢に!?～,,"((td style=""text-align:center;""))Sampling Masters なる＆せりな",,2026-03-27 15:43:48
1467,咲キ誇レ常世ノ華,,Sou×マチゲリータ,,2026-03-27 15:43:48
1468,ガヴリールドロップキック,,"ガヴリール,ヴィーネ,サターニャ,ラフィエル",,2026-03-27 15:43:48
1469,ゴーストルール,,DECO*27,,2026-03-27 15:43:48
1470,厨病激発ボーイ,,れるりり,,2026-03-27 15:43:48
1471,放課後ストライド,,Last Note.,,2026-03-27 15:43:48
1472,StargazeR,,骨盤P,,2026-03-27 15:43:48
1473,頓珍漢の宴,,ピノキオピー,,2026-03-27 15:43:48
1474,ラブって&#9825;ジュエリー♪えんじぇる☆ブレイク！！,,あべにゅうぷろじぇくと feat.天月めぐる＆如月すみれ,,2026-03-27 15:43:48
1475,ぶれいくるみるくらぶ！,,みるくちゃん,,2026-03-27 15:43:48
1476,クレッシェンド・ストーリー,,月鈴 白奈,,2026-03-27 15:43:48
1477,Sentimental Snow,,霜月はるか,CHUNITHM,2026-03-27 15:43:48
1478,サンシャインサマー☆夏期講習,,solfa feat.茶太,CHUNITHM,2026-03-27 15:43:48
1479,"NYAN-NYA, More! ラブシャイン、Chu&#9829;",,片霧烈火オンザみんマンション,CHUNITHM,2026-03-27 15:43:48
1480,羽ばたきのバースデイ,,Baby's breath,CHUNITHM,2026-03-27 15:43:48
